,T_max,T_exp,T_scale,"Objective 1 (e.g., -Inequality)","Objective 2 (e.g., Consumptions)"
0,0.1,2.642066725389103,0.9502484179854044,-0.4573031323129692,0.5188440595103229
1,0.1,2.992452931240657,0.92608244648106,-0.4247950532392425,0.5136170518986474
2,0.0952275632292644,2.1319932507898622,0.9623184636409937,-0.6244978366075314,0.5385729901568198
3,0.09936978502540768,3.0,0.9556411572202557,-0.478436404488108,0.5211612883250056
4,0.09780617419859777,2.381432240233533,0.9608166829160807,-0.5551810639983531,0.5291387974476722
5,0.1,2.4313764882097275,0.937583184362552,-0.43650474960326613,0.5150827093039418
6,0.1,3.0,0.8500924153123779,-0.3805976093761588,0.5014590027490964
7,0.1,3.0,0.9663221133502523,-0.7409935126953922,0.5958280227844799
8,0.1,2.719531266334462,0.9370262501620651,-0.43236019609936177,0.5143762180034674
9,0.09840429579990516,2.8552515970766112,0.9565116305061838,-0.4886889892628122,0.5225339836024158
10,0.1,3.0,0.8339908671535375,-0.36963861690096933,0.49961143620437753
11,0.09591194064618543,2.5034730630060036,0.9582883520228553,-0.5168478355886682,0.5242382330322501
12,0.1,3.0,0.9263990727001226,-0.40791647019620497,0.5124961861544426
13,0.1,3.0,0.8933483396850563,-0.38674552781161453,0.507448322663234
14,0.1,2.968938159458104,0.9481773437220447,-0.4561222487589182,0.5177118775354556
15,0.1,2.6359913661099394,0.9652967609811551,-0.5586241539588837,0.5318289952117464
16,0.1,2.7624422537206335,0.8593312980454346,-0.38139394977667246,0.502278962622392
17,0.1,2.6471344438765554,0.9672443675063216,-0.7342517971536923,0.551865782700966
18,0.09563542380766969,2.3024513132724937,1.0,-0.9314696835139454,0.6216939824208965
19,0.1,2.564302802800938,0.9641692691576614,-0.6574156971297122,0.5439198429569116
20,0.09982261246476018,2.4189781323729416,0.8729866565526563,-0.3847821122108821,0.5040655389475152
21,0.0957800672839299,2.5601594160584633,0.9608139336483884,-0.6232493952404705,0.5345676066921571
22,0.1,2.99059076915167,0.9877687386222699,-0.7984132342943068,0.6139269452281112
23,0.0978153563339119,2.9106137479817162,0.9625535923824328,-0.7352326960479065,0.5574045464079506
24,0.07928793982425222,2.2594163784132615,0.9768278959732064,-0.7884484432797793,0.6110721635957087
25,0.09902931679671816,2.6349162399344417,0.9614558347423726,-0.5294959889314832,0.5284619339456077
26,0.1,3.0,0.9079530891515121,-0.40395748209540344,0.5098360288555959
27,0.1,2.8319659846105782,0.9447272461099279,-0.44082896726339516,0.516439880706229
28,0.1,2.5384080640322444,0.9664969939974293,-0.7325367849281014,0.5457705478542292
29,0.08816206822630591,2.616397434938528,0.9928609834933879,-0.8431181421026436,0.6163968983137923
30,0.08338382983181403,2.665023547424401,0.9895222770673564,-0.8299883331650177,0.6141890167618437
31,0.1,3.0,0.9582199430868361,-0.4739265152208225,0.5202511967864267
32,0.09800488669099122,2.7908109617011414,0.978027668662433,-0.7461014200064667,0.6064820840137191
33,0.1,2.9589907559432245,0.9510103993767386,-0.4715011463534908,0.5194614042311992
34,0.07432839396491145,1.205901381460081,0.9959549396149152,-0.9029220336440379,0.6175862619243531
